83325131	0000	물리천문학과	남자	5	1
96145025	0000	물리천문학과	여자	5	2
71086163	0000	물리천문학과	남자	5	3
72534576	0000	물리천문학과	남자	4	4
73842834	0000	물리천문학과	여자	2	5
77614035	0000	물리천문학과	여자	2	6
83285634	0000	물리천문학과	여자	3	7
92547429	0000	물리천문학과	여자	1	8
61194129	0000	물리천문학과	남자	4	9
72029305	0000	물리천문학과	남자	3	10
19598749	0000	물리천문학과	남자	5	11
26366232	0000	물리천문학과	남자	3	12
46162723	0000	물리천문학과	남자	3	13
40394746	0000	물리천문학과	여자	5	14
61768773	0000	물리천문학과	여자	3	15
59230800	0000	물리천문학과	여자	4	16
53811246	0000	물리천문학과	여자	3	17
41565439	0000	물리천문학과	여자	1	18
30332960	0000	물리천문학과	남자	1	19
33225822	0000	물리천문학과	남자	3	20
17696421	0000	물리천문학과	여자	3	21
56902224	0000	물리천문학과	여자	4	22
18884105	0000	물리천문학과	여자	5	23
90183025	0000	물리천문학과	여자	5	24
82494048	0000	물리천문학과	여자	3	25
15365698	0000	물리천문학과	여자	3	26
97567709	0000	물리천문학과	여자	5	27
15442406	0000	물리천문학과	남자	1	28
43516876	0000	물리천문학과	여자	5	29
47596969	0000	물리천문학과	여자	1	30
12934073	0000	물리천문학과	여자	2	31
27183132	0000	물리천문학과	여자	2	32
84193864	0000	물리천문학과	여자	1	33
48273338	0000	물리천문학과	여자	1	34
16192548	0000	물리천문학과	남자	4	35
80092201	0000	물리천문학과	여자	5	36
67393818	0000	물리천문학과	여자	5	37
41001617	0000	물리천문학과	남자	4	38
39022462	0000	물리천문학과	남자	4	39
31856463	0000	물리천문학과	남자	4	40
68285586	0000	물리천문학과	남자	4	41
79325696	0000	물리천문학과	여자	2	42
38626666	0000	물리천문학과	여자	5	43
29680896	0000	물리천문학과	여자	5	44
27282551	0000	물리천문학과	여자	3	45
41294140	0000	물리천문학과	여자	2	46
71507428	0000	물리천문학과	여자	2	47
79220294	0000	물리천문학과	남자	5	48
79196882	0000	물리천문학과	여자	5	49
81096672	0000	물리천문학과	남자	1	50
86564140	0000	물리천문학과	여자	5	51
57491206	0000	물리천문학과	남자	4	52
17513453	0000	물리천문학과	남자	1	53
87643964	0000	물리천문학과	남자	1	54
21077537	0000	물리천문학과	여자	3	55
21153904	0000	물리천문학과	여자	1	56
19513848	0000	물리천문학과	여자	5	57
98595848	0000	물리천문학과	남자	2	58
52036136	0000	물리천문학과	여자	2	59
90863752	0000	물리천문학과	여자	1	60
26030525	0000	물리천문학과	여자	1	61
77099146	0000	물리천문학과	남자	1	62
49754985	0000	물리천문학과	남자	1	63
36841957	0000	물리천문학과	남자	5	64
40428794	0000	물리천문학과	여자	2	65
72327878	0000	물리천문학과	여자	3	66
90142811	0000	물리천문학과	여자	1	67
20574356	0000	물리천문학과	여자	1	68
42979295	0000	물리천문학과	남자	3	69
30605792	0000	물리천문학과	남자	1	70
20105556	0000	물리천문학과	남자	5	71
26871472	0000	물리천문학과	남자	4	72
15346296	0000	물리천문학과	여자	3	73
19793614	0000	물리천문학과	남자	2	74
90363016	0000	물리천문학과	남자	4	75
98914126	0000	물리천문학과	남자	2	76
24502057	0000	물리천문학과	남자	3	77
48038108	0000	물리천문학과	여자	5	78
94215778	0000	물리천문학과	남자	1	79
84121702	0000	물리천문학과	여자	1	80
82828346	0000	물리천문학과	남자	5	81
68832990	0000	물리천문학과	남자	4	82
70408196	0000	물리천문학과	여자	4	83
95580497	0000	물리천문학과	남자	1	84
12262148	0000	물리천문학과	남자	5	85
30139336	0000	물리천문학과	여자	1	86
91951298	0000	물리천문학과	남자	2	87
82400462	0000	물리천문학과	여자	4	88
58072381	0000	물리천문학과	여자	2	89
46956618	0000	물리천문학과	여자	3	90
47043416	0000	물리천문학과	남자	5	91
41180388	0000	물리천문학과	남자	5	92
93009879	0000	물리천문학과	여자	2	93
25941137	0000	물리천문학과	남자	1	94
60156564	0000	물리천문학과	남자	1	95
55115462	0000	물리천문학과	여자	4	96
40895910	0000	물리천문학과	여자	5	97
59437767	0000	물리천문학과	여자	4	98
95875701	0000	물리천문학과	남자	2	99
50620652	0000	물리천문학과	남자	5	100
55340270	0000	물리천문학과	여자	4	101
42491984	0000	물리천문학과	남자	2	102
39849871	0000	물리천문학과	여자	4	103
59041530	0000	물리천문학과	여자	1	104
93047011	0000	물리천문학과	남자	4	105
55349899	0000	물리천문학과	남자	3	106
37073711	0000	물리천문학과	여자	3	107
12327172	0000	물리천문학과	여자	5	108
70161784	0000	물리천문학과	남자	5	109
98917723	0000	물리천문학과	남자	5	110
50535422	0000	물리천문학과	남자	4	111
35504594	0000	물리천문학과	남자	4	112
89596454	0000	물리천문학과	남자	2	113
59189841	0000	물리천문학과	남자	1	114
17582234	0000	물리천문학과	여자	3	115
99716519	0000	물리천문학과	여자	2	116
65212739	0000	물리천문학과	여자	3	117
28186758	0000	물리천문학과	남자	3	118
72532296	0000	물리천문학과	여자	5	119
80580933	0000	물리천문학과	여자	1	120
70213833	0000	물리천문학과	남자	3	121
84899932	0000	물리천문학과	남자	4	122
86383830	0000	물리천문학과	여자	3	123
25394321	0000	물리천문학과	여자	2	124
31536154	0000	물리천문학과	남자	2	125
22622982	0000	물리천문학과	남자	4	126
16668061	0000	물리천문학과	여자	5	127
94544178	0000	물리천문학과	여자	3	128
96540271	0000	물리천문학과	남자	5	129
87073921	0000	물리천문학과	여자	1	130
57918383	0000	물리천문학과	남자	2	131
31883066	0000	물리천문학과	남자	4	132
66272966	0000	물리천문학과	남자	3	133
41253518	0000	물리천문학과	남자	5	134
91579893	0000	물리천문학과	여자	4	135
75422309	0000	물리천문학과	남자	2	136
93960810	0000	물리천문학과	남자	3	137
81075687	0000	물리천문학과	여자	3	138
35098805	0000	물리천문학과	여자	4	139
75266411	0000	물리천문학과	여자	3	140
57642391	0000	물리천문학과	여자	5	141
73936781	0000	물리천문학과	여자	1	142
62617717	0000	물리천문학과	남자	4	143
61389196	0000	물리천문학과	남자	4	144
42785818	0000	물리천문학과	남자	2	145
78288963	0000	물리천문학과	여자	2	146
16591909	0000	물리천문학과	남자	3	147
56606104	0000	물리천문학과	여자	3	148
78096763	0000	물리천문학과	여자	3	149
48878254	0000	물리천문학과	남자	2	150
27839961	0000	물리천문학과	여자	2	151
88946357	0000	물리천문학과	남자	4	152
95869250	0000	물리천문학과	여자	1	153
12734674	0000	물리천문학과	남자	1	154
18199015	0000	물리천문학과	여자	2	155
51510858	0000	물리천문학과	여자	4	156
39514743	0000	물리천문학과	여자	3	157
43210276	0000	물리천문학과	남자	1	158
71675171	0000	물리천문학과	여자	4	159
82460117	0000	물리천문학과	여자	5	160
90588116	0000	물리천문학과	남자	4	161
32903275	0000	물리천문학과	여자	2	162
76632892	0000	물리천문학과	여자	2	163
